KEIO STE ID,Status,Safecast ID,Sensor Type,Inspector SN,Feed ID,Feed (Pachube/Safecast),Device ID,Type,Firmware Version,nGeigie ID,Inuse,,Location,___,Address,Latitude,Longitude,Height(m),Indoor/Outdoor,Action needed,__€_Yahoo_______,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0165,,,Inspector Alert,A02621,44025,http://www.pachube.com/feeds/44025,KEIOSTE177,WiFi,1/20/12,,,2/10/12,"Nangoku, Softbank",_____________,"_______________ ___________
",33.5667,_€133.650654,0.6,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0166,,,Inspector Alert,A03475,44026,http://www.pachube.com/feeds/44026,KEIOSTE178,WiFi,1/20/12,,,2/2/12,"Rifu, Softbank","______________""___________________ ___º_________""",http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=H521,140.976975,1,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0167,,,Inspector Alert,A03511,44027,http://www.pachube.com/feeds/44027,KEIOSTE179,WiFi,1/20/12,,,2/1/12,"Wakuya, Softbank",______________,______________________________,38.529383,141.136689,1,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0168,,,Inspector Alert,A02602,44028,http://www.pachube.com/feeds/44028,KEIOSTE180,WiFi,1/20/12,,,2/1/12,"Higashine, Softbank",______________,"_______________ ___º_________
",38.431263,_€140.394193,0.85,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0169,,,Inspector Alert,A02618,44029,http://www.pachube.com/feeds/44029,KEIOSTE181,WiFi,1/20/12,,,2/4/12,"YamagataNishi, Softbank",______________________,____________­__________º_________,38.241442,140.307628,0.8,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0170,,,Inspector Alert,A02481,44030,http://www.pachube.com/feeds/44030,KEIOSTE182,WiFi,1/20/12,,,2/1/12,"Oyama, Softbank",______________,_________________º_______,36.318555,139.814279,0.9,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0171,,,Inspector Alert,A03704,44031,http://www.pachube.com/feeds/44031,KEIOSTE183,WiFi,1/20/12,,,2/7/12,"Yanagiu, Softbank","______________""_______________________º_________""",http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=H516,140.870519,1,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0172,,,Inspector Alert,A02690,44032,http://www.pachube.com/feeds/44032,KEIOSTE184,WiFi,1/20/12,,,2/1/12,"SakuraUsui, Softbank","____________€____""_______€_______ ___º___________""",http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=T321,140.18204,1,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0173,,,Inspector Alert,A03582,44033,http://www.pachube.com/feeds/44033,KEIOSTE185,WiFi,1/20/12,,,2/8/12,"SendaiSakuragaoka, Softbank","_______________½__""______________________º_______________________________",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=H567,38.301916,140.853011,0.8,Indoor,,1F
#0174,,,Inspector Alert,A02629,44034,http://www.pachube.com/feeds/44034,KEIOSTE186,WiFi,1/20/2012,,,2/8/2012,Yonezawa"," Softbank""",______________,__________________________http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=H415,37.92367,140.097352,0.9,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0175,,,Inspector Alert,A02566,44035,http://www.pachube.com/feeds/44035,KEIOSTE187,WiFi,1/20/12,,,2/10/12,"Yaotome(Miyagi), Softbank",________________,___________________ ___º_______,38.311086,140.889334,1,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0176,,,Inspector Alert,A02542,46064,http://www.pachube.com/feeds/46064,KEIOSTE191,WiFi,1/20/12,,,2/9/12,"Gotanda, Softbank",_______________,__________________ ___º_______€€___________,35.626893,139.721317,0.7,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0177,,,Inspector Alert,A02563,46065,http://www.pachube.com/feeds/46065,KEIOSTE192,WiFi,1/20/12,,,2/9/12,"KawasakiDaishi, Softbank",__________________,_________________________ ___º_________€€____________,35.535094,139.728032,0.6,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0178,,,Inspector Alert,A03069,46066,http://www.pachube.com/feeds/46066,KEIOSTE193,WiFi,1/20/12,,,2/8/12,"Toyoda, Softbank",_____________,_________________ ___º_______€€___€______,35.660394,139.380684,1,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0179,,,Inspector Alert,A02903,46067,http://www.pachube.com/feeds/46067,KEIOSTE194,WiFi,1/20/12,,,2/9/12,"Tsubata(Ishikawa), Softbank",______________,______________________ ___º________,36.662014,136.72827,1,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0180,,,Inspector Alert,A02641,46068,http://www.pachube.com/feeds/46068,KEIOSTE195,WiFi,1/20/12,,,2/9/12,"Toyodacho(Shizuoka), Softbank",_______________,_______________________http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=C635,137.821524,1,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0181,,,Inspector Alert,A03415,46069,http://www.pachube.com/feeds/46069,KEIOSTE196,WiFi,1/20/12,,,2/8/12,"Komatsu(Ishikawa), Softbank",_________________,______________ ___º___,36.394204,136.453835,1,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0182,,,Inspector Alert,A03218,46070,http://www.pachube.com/feeds/46070,KEIOSTE197,WiFi,1/20/12,,,2/8/12,"Kozuru(Kozuru), Softbank",______________,_____________________ ___º_________,38.282168,140.926124,0.85,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0183,,,Inspector Alert,A03368,46071,http://www.pachube.com/feeds/46071,KEIOSTE198,WiFi,1/20/12,,,2/8/12,"KozojiNewTown(Aichi), Softbank",__________________________,__________________ ___º______http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=C3I9,137.049095,0.8,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0184,,,Inspector Alert,A02583,46072,http://www.pachube.com/feeds/46072,KEIOSTE199,WiFi,1/20/12,,,2/9/12,"ToyokawaInter(Aichi), Softbank",_____________________,_____________________http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=C3R7,137.400273,0.6,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0185,,,Inspector Alert,A03472,46073,http://www.pachube.com/feeds/46073,KEIOSTE200,WiFi,1/20/12,,,2/8/12,"Hamamatsu(Shizuoka),Softbank",_____________,"_______________________________________________
",34.705516,137.728806,1,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0186,,,Inspector Alert,A02573,46074,http://www.pachube.com/feeds/46074,KEIOSTE201,WiFi,1/20/12,,,,"ToyokawaNishi(Aichi), Softbank",________________,_________________ ___________http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=C3B7,137.323984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0187,,,Inspector Alert,A03376,46075,http://www.pachube.com/feeds/46075,KEIOSTE202,WiFi,1/20/12,,,2/9/12,"Yotsui(Fukui), Softbank",______________________________ ___º_____________________,http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=R305,136.241848,1,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0188,,,Inspector Alert,A03439,46076,http://www.pachube.com/feeds/46076,KEIOSTE203,WiFi,1/20/12,,,2/9/12,"Nanaehama(Hokkaido),Softbank",__________________________________º_________http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=D355,41.815166,0.9,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0189,,,Inspector Alert,A03378,46077,http://www.pachube.com/feeds/46077,KEIOSTE204,WiFi,1/20/12,,,2/8/12,"Yoshikawa(Saitama), Softbank","______________""________________________""",http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=T456,139.846761,0.7,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0190,,,Inspector Alert,A02686,46078,http://www.pachube.com/feeds/46078,KEIOSTE205,WiFi,1/20/12,,,2/8/12,"Ohfunato(Iwate), Softbank",________________,________________ ____________€€__________,39.085378,141.710394,1.1,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0191,,,Inspector Alert,,46079,http://www.pachube.com/feeds/46079,KEIOSTE206,WiFi,1/20/12,,,2/9/12,"Owase(Mie), Softbank",______________,__________________________http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=C515,136.191595,0.9,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0192,,,Inspector Alert,A02659,46080,http://www.pachube.com/feeds/46080,KEIOSTE207,WiFi,1/20/12,,,2/8/12,"Furumachi(Niigata), Softbank",______________,____________________€___________________,37.922167,139.042548,1,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0193,,,Inspector Alert,A03398,46081,http://www.pachube.com/feeds/46081,KEIOSTE208,WiFi,1/20/12,,,,"Miyamachi(Miyagi), Softbank",______________,__________________ ___º_________€€________________€____,38.273851,140.884971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0194,,,Inspector Alert,A02545,46082,http://www.pachube.com/feeds/46082,KEIOSTE209,WiFi,1/20/12,,,2/15/12,"Sakurada(Yamagata), Softbank",_____________,_________________ ___º_________http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=H400,140.315244,0.9,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0195,,,Inspector Alert,A03404,46083,http://www.pachube.com/feeds/46083,KEIOSTE210,WiFi,1/20/12,,,,"Ishinomaki(Miyagi), Softbank",___________________,_______________ ___º_________http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=H510,141.268436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0196,,,Inspector Alert,A04646,46084,http://www.pachube.com/feeds/46084,KEIOSTE211,WiFi,1/20/12,,,2/15/12,"Shikajima(Ibaraki), Softbank",______________________________ ___º_______€€_____________________,http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=T511,140.639004,1,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0197,,,Inspector Alert,A04653,46085,http://www.pachube.com/feeds/46085,KEIOSTE212,WiFi,1/20/12,,,,"Kesennuma, Softbank",________________,_____________________º______http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=H528,141.559247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0198,,,Inspector Alert,A04662,46086,http://www.pachube.com/feeds/46086,KEIOSTE213,WiFi,1/20/12,,,2/17/12,"Miyauchi(Niigata), Softbank",______________________________________http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=TC22,37.422662,1,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0199,,,Inspector Alert,A04779,46087,http://www.pachube.com/feeds/46087,KEIOSTE214,WiFi,1/20/12,,,,"Ohirota(Toyama), Softbank",_______________,"________________ ___º_______€€________________
",36.742203,137.24472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0200,,,Inspector Alert,A02471,46088,http://www.pachube.com/feeds/46088,KEIOSTE215,WiFi,1/20/12,,,2/15/12,"Gokoh(Chiba), Softbank","______________""_________________º_________""",http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=T380,139.9794,1,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0201,,,Inspector Alert,A02605,46089,http://www.pachube.com/feeds/46089,KEIOSTE216,WiFi,1/20/12,,,,"OhmiyaHigashi, Softbank",________________,______________________________________€€_______________1F 102,35.919152,139.651716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0202,,,Inspector Alert,A02919,46090,http://www.pachube.com/feeds/46090,KEIOSTE217,WiFi,1/20/12,,,,"Nitta(Gunma), Softbank",______________,_______________________________,36.303736,139.304074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0203,,,Inspector Alert,A03031,46091,http://www.pachube.com/feeds/46091,KEIOSTE218,WiFi,1/20/12,,,2/15/12,"Yatabe, Softbank",________________,__________________________€€_______________,36.038722,140.08156,1,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0204,,,Inspector Alert,A03365,46092,http://www.pachube.com/feeds/46092,KEIOSTE219,WiFi,1/20/12,,,2/16/12,"SanjyoChuo, Softbank",_________________,_______________ ___º_________http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=TC20,138.959309,1,Indoor,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0205,,,Inspector Alert,A03801,46093,http://www.pachube.com/feeds/46093,KEIOSTE220,WiFi,1/20/12,,,2/15/12,"Gotokuji, Softbank",________________,___________________ ___º___________,35.652405,139.646636,1,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0206,,,Inspector Alert,A03572,46094,http://www.pachube.com/feeds/46094,KEIOSTE221,WiFi,1/20/12,,,,"NishitagaIchome, Softbank",_______________€_€_º_,_____________________€ ___º_________http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=H511,140.86343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0207,,,Inspector Alert,A03800,46095,http://www.pachube.com/feeds/46095,KEIOSTE222,WiFi,1/20/12,,,,"Nagatsuda, Softbank",________________,______________________________ ___º_________http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=T2C6,139.498214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0208,,,Inspector Alert,A03494,46096,http://www.pachube.com/feeds/46096,KEIOSTE223,WiFi,1/20/12,,,2/15/12,"MoriokaOhta, Softbank",__________________,______________ ___º_________,39.689428,141.119068,1,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0209,,,Inspector Alert,A03389,46097,http://www.pachube.com/feeds/46097,KEIOSTE224,WiFi,1/20/12,,,2/15/12,"Tsukigaoka, Softbank",__________________________________º___________€€_____________________,http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=H309,141.111706,0.7,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0210,,,Inspector Alert,A03243,46098,http://www.pachube.com/feeds/46098,KEIOSTE225,WiFi,1/20/12,,,,"Ainosato(Hokkaido), Softbank",_________________#0211,,Inspector Alert,A03242,46099,http://www.pachube.com/feeds/46099,KEIOSTE226,WiFi,1/20/12,,,,"Iizumibashi(Kanagawa),Softbank",________________#0212,,,Inspector Alert,A03237,46100,http://www.pachube.com/feeds/46100,KEIOSTE227,WiFi,1/20/12,,,,"KariyaekiEki(Aichi), Softbank",_________________,,,,,,,,,,,,,,,,,,,,
#0213,,,Inspector Alert,A03236,46101,http://www.pachube.com/feeds/46101,KEIOSTE228,WiFi,1/20/12,,,,"Shimizu(Shizuoka), Softbank",______________,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0214,,,Inspector Alert,,46102,http://www.pachube.com/feeds/46102,KEIOSTE229,WiFi,1/20/12,,,,"Namidate(Aomori), Softbank",______________,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0215,,,Inspector Alert,A03418,46103,http://www.pachube.com/feeds/46103,KEIOSTE230,WiFi,1/20/12,,,,"Kanazawakencho, Softbank",___________________,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0216,,,Inspector Alert,A02658,38693,http://www.pachube.com/feeds/38693,KEIOSTE240,WiFi,1/20/12,,,,"Toyokawa(Aichi), Softbank",______________#0217,,Inspector Alert,A02667,37131,http://www.pachube.com/feeds/37131,KEIOSTE241,WiFi,1/20/12,,,,"IzumiPark(Miyagi), Softbank",_______________________,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0218,,,Inspector Alert,A03029,38692,http://www.pachube.com/feeds/38692,KEIOSTE242,WiFi,1/20/12,,,,"KamiIida(Aichi), Softbank",________________,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0219,,,Inspector Alert,A03229,38688,http://www.pachube.com/feeds/38688,KEIOSTE243,WiFi,1/20/12,,,,"YonezawaChuo, Softbank",__________________,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0220,,,Inspector Alert,A04144,37759,http://www.pachube.com/feeds/37759,KEIOSTE244,WiFi,1/20/12,,,,"OgakiWago(Gifu), Softbank",_________________,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0221,,,Inspector Alert,A03388,47762,http://www.pachube.com/feeds/47762,KEIOSTE245,WiFi,1/20/12,,,,"Nagahama(Shiga), Softbank",______________#0222,,Inspector Alert,A04159,47763,http://www.pachube.com/feeds/47763,KEIOSTE246,WiFi,1/20/12,,,,"Shirako(Mie), Softbank",______________#0223,,,Inspector Alert,A04168,47764,http://www.pachube.com/feeds/47764,KEIOSTE247,WiFi,1/20/12,,,,"Gaikan(Kyoto), Softbank",_________________#0224,,,Inspector Alert,A04171,47765,http://www.pachube.com/feeds/47765,KEIOSTE248,WiFi,1/20/12,,,2/22/12,"Ichinazaka(Miyagi), Softbank",_________________________________________________http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=H563,38.315769,140.898622,0.83,Indoor,,1F
#0225,,,Inspector Alert,A04399,47766,http://www.pachube.com/feeds/47766,KEIOSTE249,WiFi,1/20/12,,,,"Kameoka(Kyoto), Softbank",___________€__,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0226,,,Inspector Alert,A04537,47767,http://www.pachube.com/feeds/47767,KEIOSTE250,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0227,,,Inspector Alert,A03422,47768,http://www.pachube.com/feeds/47768,KEIOSTE251,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0228,,,Inspector Alert,A03465,47769,http://www.pachube.com/feeds/47769,KEIOSTE252,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0229,,,Inspector Alert,A03469,47770,http://www.pachube.com/feeds/47770,KEIOSTE253,WiFi,1/20/12,,,,"Kosaka(Osaka), Softbank",_____________,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0230,,,Inspector Alert,A03486,47771,http://www.pachube.com/feeds/47771,KEIOSTE254,WiFi,1/20/12,,,,"AkeshiFutami(Hyogo), Softbank",_________________#0231,,Inspector Alert,A03486,47772,http://www.pachube.com/feeds/47772,KEIOSTE255,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0232,,,Inspector Alert,A02225,47773,http://www.pachube.com/feeds/47773,KEIOSTE256,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0233,,,Inspector Alert,A02249,47774,http://www.pachube.com/feeds/47774,KEIOSTE257,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0234,,,Inspector Alert,A02276,47775,http://www.pachube.com/feeds/47775,KEIOSTE258,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0235,,,Inspector Alert,A02567,47776,http://www.pachube.com/feeds/47776,KEIOSTE259,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0236,,,Inspector Alert,A02577,47777,http://www.pachube.com/feeds/47777,KEIOSTE260,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0237,,,Inspector Alert,A04641,47778,http://www.pachube.com/feeds/47778,KEIOSTE261,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0238,,,Inspector Alert,A04642,47779,http://www.pachube.com/feeds/47779,KEIOSTE262,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0239,,,Inspector Alert,A04156,47780,http://www.pachube.com/feeds/47780,KEIOSTE263,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0240,,,Inspector Alert,A04637,47781,http://www.pachube.com/feeds/47781,KEIOSTE264,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0241,,,Inspector Alert,A04654,47782,http://www.pachube.com/feeds/47782,KEIOSTE265,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0242,,,Inspector Alert,A04660,47783,http://www.pachube.com/feeds/47783,KEIOSTE266,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0243,,,,,47784,http://www.pachube.com/feeds/47784,KEIOSTE267,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0244,,,Inspector Alert,A04143,47785,http://www.pachube.com/feeds/47785,KEIOSTE268,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0245,,,Inspector Alert,A04148,47786,http://www.pachube.com/feeds/47786,KEIOSTE269,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0246,,,Inspector Alert,A04169,47787,http://www.pachube.com/feeds/47787,KEIOSTE270,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0247,,,Inspector Alert,A04175,47788,http://www.pachube.com/feeds/47788,KEIOSTE271,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0248,,,Inspector Alert,A04401,47789,http://www.pachube.com/feeds/47789,KEIOSTE272,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0249,,,,,47790,http://www.pachube.com/feeds/47790,KEIOSTE273,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0250,,,Inspector Alert,A04659,47791,http://www.pachube.com/feeds/47791,KEIOSTE274,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0251,,,,,47792,http://www.pachube.com/feeds/47792,KEIOSTE275,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0252,,,Inspector Alert,A04141,47793,http://www.pachube.com/feeds/47793,KEIOSTE276,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0253,,,Inspector Alert,A04155,47794,http://www.pachube.com/feeds/47794,KEIOSTE277,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0254,,,Inspector Alert,A04176,47795,http://www.pachube.com/feeds/47795,KEIOSTE278,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0255,,,Inspector Alert,A04177,47796,http://www.pachube.com/feeds/47796,KEIOSTE279,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0256,,,Inspector Alert,A04381,47797,http://www.pachube.com/feeds/47797,KEIOSTE280,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0257,,,Inspector Alert,A04535,47798,http://www.pachube.com/feeds/47798,KEIOSTE281,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0258,,,Inspector Alert,A04621,47799,http://www.pachube.com/feeds/47799,KEIOSTE282,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0259,,,Inspector Alert,A04645,47800,http://www.pachube.com/feeds/47800,KEIOSTE283,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0260,,,,,47801,http://www.pachube.com/feeds/47801,KEIOSTE284,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0261,,,Inspector Alert,A03953,47802,http://www.pachube.com/feeds/47802,KEIOSTE285,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0262,,,Inspector Alert,A04153,47803,http://www.pachube.com/feeds/47803,KEIOSTE286,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0263,,,Inspector Alert,A04400,47804,http://www.pachube.com/feeds/47804,KEIOSTE287,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0264,,,Inspector Alert,A04532,47805,http://www.pachube.com/feeds/47805,KEIOSTE288,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0265,,,Inspector Alert,A04536,47806,http://www.pachube.com/feeds/47806,KEIOSTE289,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
